HSCHOOL,AC_YEAR,AC_GRADE,Linear Algebra,Calculus I,Basic Mechanics,Chemistry I,Fundamentals of Informatics,Geometry,Calculus II,Basic Thermodynamics,Chemistry II,Engineering Drawing,MEAN,STD,PASSED,FAILED,NUM_SUBJ,Maths,Physics,Chemistry,Informatics,MEAN_CRED,ENROL_ECTS,PASS_ECTS,ALPHA,RANK_MEAN,NUM_STUD,RANKING
INST.RAMON TURRO I DARDER,2011,11.048,5.6,6.8,2.4,3.5,4.7,5.9,5.3,5.0,7.6,6.2,5.3,1.52,7.0,3.0,10.0,5.9,3.7,5.55,5.45,6.155,78.0,60.0,0.769,4.735,1,120
INST.BAIX PENEDÈS,2010,10.041,4.1,4.85,5.45,6.6,1.65,5.1,4.55,3.5,5.6,3.35,4.475,1.7,5.5,4.5,10.0,4.65,4.475,6.1,2.5,5.776,93.0,60.0,0.651,3.769,2,144
INST.BAIX PENEDÈS,2013,13.092,5.0,6.7,8.3,8.4,6.7,7.7,7.1,7.8,8.4,5.7,7.18,1.17,10.0,0.0,10.0,6.625,8.05,8.4,6.2,7.113,60.0,60.0,1.0,7.113,1,17
LA SALLE MANRESA,2010,10.475,5.133,5.833,6.467,6.767,4.9,5.733,5.9,5.767,6.367,6.567,5.943,0.873,9.333,0.667,10.0,5.65,6.117,6.567,5.733,6.068,64.0,60.0,0.944,5.752,3,45
LA SALLE MANRESA,2012,11.38,2.6,4.4,3.1,5.0,4.3,5.9,5.3,5.2,5.9,5.0,4.67,1.1,6.0,4.0,10.0,4.55,4.15,5.45,4.65,5.478,90.0,60.0,0.667,3.652,1,159
LA SALLE MANRESA,2014,10.403,5.55,5.45,4.55,6.5,5.6,5.75,3.5,4.9,5.3,4.65,5.175,1.1,7.0,3.0,10.0,5.062,4.725,5.9,5.125,5.784,78.75,60.0,0.768,4.434,2,98
LA SALLE CONGRÉS,2010,10.415,5.167,5.467,5.133,6.367,5.633,4.567,5.667,5.333,5.4,5.067,5.38,1.247,6.333,3.667,10.0,5.217,5.233,5.883,5.35,6.497,83.5,60.0,0.754,4.978,3,80
LA SALLE CONGRÉS,2012,10.39,5.8,6.1,5.2,6.2,7.1,5.0,3.2,5.7,7.4,6.0,5.77,1.17,9.0,1.0,10.0,5.025,5.45,6.8,6.55,6.005,66.0,60.0,0.909,5.459,1,63
LA SALLE CONGRÉS,2015,10.15,3.75,2.25,3.8,5.35,2.45,,,,5.0,5.2,3.975,1.385,3.5,3.5,7.0,3.0,3.8,5.175,3.825,4.13,60.0,39.0,0.65,2.691,2,129
TURÓ,2010,10.966,5.82,4.98,5.36,5.9,4.72,4.94,4.68,4.28,5.04,5.6,5.132,1.168,6.2,3.8,10.0,5.105,4.82,5.47,5.16,6.14,88.8,60.0,0.738,4.623,5,98
TURÓ,2011,11.822,7.65,8.9,7.8,7.85,9.05,7.8,9.25,9.15,7.4,8.85,8.37,0.795,10.0,0.0,10.0,8.4,8.475,7.625,8.95,8.406,60.0,60.0,1.0,8.406,2,3
TURÓ,2012,11.278,6.0,3.6,4.1,5.4,0.9,5.3,5.3,6.3,6.5,4.3,4.77,1.66,6.0,4.0,10.0,5.05,5.2,5.95,2.6,6.012,85.5,60.0,0.702,4.219,1,132
TURÓ,2013,11.243,3.033,3.467,4.333,4.133,3.833,3.867,5.0,2.2,4.45,3.1,3.503,1.517,3.667,5.0,8.667,3.419,3.267,3.55,3.083,3.452,77.5,27.5,0.372,1.83,3,173
TURÓ,2014,11.23,4.4,7.3,2.2,0.0,5.0,2.6,3.5,3.2,2.9,4.0,3.51,1.91,2.0,8.0,10.0,4.45,2.7,1.45,4.5,5.9,114.0,60.0,0.526,3.105,1,146
TURÓ,2015,12.121,7.4,5.1,4.75,5.1,7.15,4.4,3.95,3.65,5.2,6.7,5.34,1.45,6.5,3.5,10.0,5.212,4.2,5.15,6.925,5.682,69.0,48.75,0.74,4.46,2,59
LA SALLE-REUS,2010,11.32,5.75,5.525,6.05,5.9,6.2,5.15,5.925,4.2,6.7,5.7,5.71,1.098,7.75,2.25,10.0,5.588,5.125,6.3,5.95,6.213,73.875,60.0,0.846,5.354,4,66
LA SALLE-REUS,2011,11.263,5.7,6.0,4.367,5.033,5.867,6.833,6.733,6.1,7.433,7.667,6.173,1.46,8.0,2.0,10.0,6.317,5.233,6.233,6.767,6.792,74.0,60.0,0.833,5.762,3,68
LA SALLE-REUS,2012,12.666,8.2,6.3,7.3,7.9,7.9,7.3,5.0,8.6,8.3,8.6,7.54,1.14,10.0,0.0,10.0,6.7,7.95,8.1,8.25,7.548,60.0,60.0,1.0,7.548,1,4
LA SALLE-REUS,2015,11.018,6.4,4.9,6.0,7.2,4.35,5.0,5.7,6.8,6.15,5.7,5.805,1.11,8.0,1.5,9.5,5.479,6.4,6.675,5.025,5.804,63.0,54.0,0.863,5.06,2,43
INST.MARIUS TORRES,2010,9.924,4.5,5.7,5.3,5.6,2.4,4.3,4.0,1.9,4.0,0.1,3.78,1.8,3.0,7.0,10.0,4.625,3.6,4.8,1.25,4.735,114.0,40.5,0.355,1.682,1,172
INST.MARIUS TORRES,2011,11.59,7.0,6.35,5.5,5.2,5.05,8.35,6.4,6.7,7.1,5.25,6.29,1.485,8.5,1.5,10.0,7.025,6.1,6.15,5.15,6.778,69.0,60.0,0.885,6.078,2,53
INST.MARIUS TORRES,2014,11.335,4.3,3.95,5.75,6.1,6.75,3.3,5.2,4.05,4.7,5.1,4.92,1.445,6.5,3.5,10.0,4.188,4.9,5.4,5.925,5.265,66.0,45.75,0.679,3.608,2,130
SANT PETER'S SCHOOL,2010,11.452,4.06,5.0,5.4,5.28,4.34,5.18,6.32,5.98,5.64,5.7,5.29,1.204,6.0,4.0,10.0,5.14,5.69,5.46,5.02,6.276,91.5,56.7,0.674,4.416,5,110
SANT PETER'S SCHOOL,2011,11.173,5.3,7.6,5.8,4.15,5.05,3.4,6.55,5.65,7.35,5.8,5.665,1.51,8.0,2.0,10.0,5.712,5.725,5.75,5.425,5.991,75.0,60.0,0.801,4.794,2,111
SANT PETER'S SCHOOL,2012,10.886,4.65,4.8,3.75,4.95,1.85,4.35,6.4,5.0,5.0,4.2,4.495,1.585,6.0,4.0,10.0,5.05,4.375,4.975,3.025,5.641,90.75,60.0,0.69,3.927,2,144
SANT PETER'S SCHOOL,2013,9.579,5.3,5.6,6.55,5.55,8.35,5.2,4.2,5.3,5.0,5.65,5.775,1.225,7.5,1.5,9.0,5.2,5.925,5.275,7.0,5.36,62.25,54.0,0.892,4.696,2,100
SANT PETER'S SCHOOL,2014,10.127,2.45,4.55,3.3,2.5,2.7,0.95,2.15,6.0,7.4,2.7,2.805,1.515,3.0,5.5,8.5,2.525,3.45,3.1,2.025,3.21,72.75,30.0,0.351,2.014,2,163
SANT PETER'S SCHOOL,2015,9.716,5.0,3.1,5.0,0.8,5.0,1.0,,1.6,4.0,,3.19,1.83,3.0,5.0,8.0,3.033,3.3,2.4,5.0,2.52,75.0,24.0,0.32,0.806,1,185
SALESIANS SANT VICENC DELS HOR,2010,8.615,5.55,5.05,5.9,4.45,9.2,3.2,5.6,2.2,5.8,6.7,5.365,2.095,6.0,4.0,10.0,4.85,4.05,5.125,7.95,6.308,92.25,60.0,0.656,4.144,2,125
INST.RAMON MUNTANER,2010,11.088,7.1,7.5,7.3,7.8,7.4,5.7,6.4,6.3,8.1,7.1,7.07,0.73,10.0,0.0,10.0,6.675,6.8,7.95,7.25,7.045,60.0,60.0,1.0,7.045,1,13
INST.RAMON MUNTANER,2011,10.45,7.1,7.0,6.5,5.8,6.6,7.1,7.1,7.9,6.7,7.6,6.94,0.59,10.0,0.0,10.0,7.075,7.2,6.25,7.1,6.962,60.0,60.0,1.0,6.962,1,18
INST.RAMON MUNTANER,2013,11.86,4.75,5.2,5.35,6.35,6.4,7.65,5.9,7.35,7.9,7.25,6.41,1.42,8.0,2.0,10.0,5.875,6.35,7.125,6.825,6.979,72.0,60.0,0.857,5.99,2,45
INST.ALELLA,2010,10.944,7.2,8.3,7.4,6.8,7.7,6.3,8.8,7.2,5.0,8.4,7.31,1.11,10.0,0.0,10.0,7.65,7.3,5.9,8.05,7.395,60.0,60.0,1.0,7.395,1,6
INST.ALELLA,2013,11.378,4.267,5.933,6.067,6.433,6.733,5.767,5.1,4.2,4.367,7.133,5.6,1.407,7.667,2.333,10.0,5.267,5.133,5.4,6.933,6.184,77.5,60.0,0.81,5.063,3,83
AURA,2010,11.404,5.3,7.1,6.6,6.6,2.8,6.5,6.8,7.1,6.0,0.0,5.48,2.31,8.0,2.0,10.0,6.425,6.85,6.3,1.4,6.348,73.5,60.0,0.816,5.182,1,75
AURA,2011,12.041,6.967,7.033,6.3,6.5,4.833,7.1,6.1,5.6,5.967,6.4,6.28,1.013,8.667,1.333,10.0,6.8,5.95,6.233,5.617,6.658,67.5,60.0,0.909,6.153,3,44
AURA,2014,11.35,5.7,5.0,1.4,6.3,4.7,5.0,5.0,5.0,6.1,5.4,4.96,1.36,8.0,2.0,10.0,5.175,3.2,6.2,5.05,6.042,78.0,60.0,0.769,4.648,1,90
"JESÚS, MARIA I JOSEP",2010,11.525,5.667,5.85,5.017,5.867,5.617,6.117,5.467,5.017,4.983,5.567,5.517,1.203,7.5,2.5,10.0,5.775,5.017,5.425,5.592,6.116,79.0,60.0,0.793,4.9,6,86
"JESÚS, MARIA I JOSEP",2011,11.721,7.2,6.5,6.5,6.5,7.233,7.2,7.367,5.533,6.633,8.167,6.883,0.96,10.0,0.0,10.0,7.067,6.017,6.567,7.7,6.921,60.0,60.0,1.0,6.921,3,21
"JESÚS, MARIA I JOSEP",2012,12.505,6.65,6.25,4.95,6.0,4.75,4.95,4.7,4.65,6.25,6.1,5.525,0.965,7.5,2.5,10.0,5.637,4.8,6.125,5.425,6.302,75.0,60.0,0.812,5.136,2,79
"JESÚS, MARIA I JOSEP",2013,11.986,7.6,6.4,7.6,7.6,8.1,7.4,5.9,6.0,7.0,8.0,7.16,0.8,10.0,0.0,10.0,6.825,6.8,7.3,8.05,7.185,60.0,60.0,1.0,7.185,1,14
"JESÚS, MARIA I JOSEP",2014,10.436,2.2,1.2,0.3,0.0,0.0,,,,,,0.74,0.95,0.0,5.0,5.0,1.7,0.3,0.0,0.0,0.37,30.0,0.0,0.0,0.0,1,178
"JESÚS, MARIA I JOSEP",2015,11.182,4.5,3.4,4.1,0.0,5.0,,,2.8,,6.7,3.79,2.08,2.0,5.0,7.0,3.95,3.45,0.0,5.85,3.898,67.5,37.5,0.556,2.165,1,151
ESCOLA PIA SANTA ANNA MATARO,2010,11.154,0.0,0.4,2.7,2.8,0.0,,,,1.2,2.1,1.31,1.23,0.0,7.0,7.0,0.2,2.7,2.0,1.05,1.643,72.0,12.0,0.167,0.274,1,176
ESCOLA PIA SANTA ANNA MATARO,2011,10.906,6.525,6.675,5.2,5.475,4.525,6.35,6.525,6.475,5.95,6.825,6.052,1.245,9.25,0.75,10.0,6.519,5.838,5.712,5.675,6.337,66.0,60.0,0.928,5.95,4,57
ESCOLA PIA SANTA ANNA MATARO,2012,11.583,5.029,5.614,5.757,6.043,4.943,4.557,4.386,5.5,5.786,4.829,5.244,1.266,7.286,2.714,10.0,4.896,5.629,5.914,4.886,5.744,72.857,54.857,0.787,4.755,7,98
ESCOLA PIA SANTA ANNA MATARO,2013,12.048,6.35,6.575,6.825,6.525,6.4,6.775,5.1,4.925,5.875,5.25,6.06,1.28,7.25,2.75,10.0,6.2,5.875,6.2,5.825,6.888,82.875,60.0,0.754,5.397,4,67
ESCOLA PIA SANTA ANNA MATARO,2014,11.111,5.583,4.683,5.417,5.783,5.933,5.05,4.083,5.283,5.567,6.167,5.355,1.152,7.333,2.667,10.0,4.85,5.35,5.675,6.05,6.056,76.0,60.0,0.818,4.993,6,76
ESCOLA PIA SANTA ANNA MATARO,2015,11.917,6.8,6.333,5.967,7.433,6.667,4.633,4.8,4.667,6.133,6.067,5.95,1.133,7.667,2.333,10.0,5.642,5.317,6.783,6.367,5.965,62.0,46.0,0.758,5.093,3,39
SANT PAU,2010,10.857,4.65,5.025,4.3,7.633,3.667,7.033,7.167,5.733,7.367,6.033,4.973,1.325,6.75,1.5,8.25,5.244,4.462,7.5,4.85,5.033,57.0,45.0,0.651,4.315,4,116
SANT PAU,2011,11.22,6.167,6.8,5.667,4.867,7.6,6.433,6.467,4.767,6.933,6.967,6.267,1.013,9.0,1.0,10.0,6.467,5.217,5.9,7.283,6.411,66.0,60.0,0.923,5.947,3,58
SANT PAU,2012,11.887,7.667,5.333,6.0,5.833,4.2,5.467,5.867,7.233,5.867,5.5,5.897,1.467,9.333,0.667,10.0,6.083,6.617,5.85,4.85,6.225,64.0,60.0,0.939,5.85,3,45
SANT PAU,2014,10.504,4.0,5.9,4.5,4.2,5.4,4.0,2.3,1.1,4.1,3.2,3.87,1.4,2.0,8.0,10.0,4.05,2.8,4.15,4.3,5.78,114.0,48.0,0.421,2.434,1,160
SANT PAU,2015,12.713,6.1,6.8,5.45,7.2,5.25,5.4,5.2,7.15,7.3,6.45,6.23,1.005,10.0,0.0,10.0,5.875,6.3,7.25,5.85,6.209,60.0,60.0,1.0,6.209,2,30
SAGRADA FAMÍLIA COL DIOCESÀ,2010,11.34,4.05,5.05,5.05,5.3,4.45,6.65,5.5,4.3,4.0,5.55,4.99,1.15,6.0,4.0,10.0,5.312,4.675,4.65,5.0,5.905,87.0,60.0,0.763,4.61,2,99
SAGRADA FAMÍLIA COL DIOCESÀ,2013,10.692,3.1,4.1,6.1,6.0,5.7,4.2,4.1,3.2,4.0,5.9,4.64,1.17,4.0,6.0,10.0,3.875,4.65,5.0,5.8,5.852,100.5,60.0,0.597,3.494,1,153
SAGRADA FAMÍLIA COL DIOCESÀ,2015,9.666,3.0,7.0,5.4,5.1,1.5,,3.5,2.5,4.6,4.2,4.09,1.67,3.0,6.0,9.0,4.5,3.95,4.85,2.85,3.71,60.0,18.0,0.3,1.113,1,177
CLAVER,2010,11.34,6.2,6.4,5.95,7.0,7.0,5.15,6.0,5.1,6.7,5.25,6.075,0.86,8.0,2.0,10.0,5.938,5.525,6.85,6.125,6.591,72.75,60.0,0.851,5.658,2,52
CLAVER,2011,9.726,2.5,4.1,4.6,2.4,0.2,0.0,,,,0.0,1.97,1.95,0.0,7.0,7.0,2.2,4.6,2.4,0.1,2.07,67.5,6.0,0.089,0.184,1,166
CLAVER,2012,11.149,5.267,5.433,6.1,6.033,4.733,5.367,4.833,4.867,5.433,4.9,5.297,1.437,7.0,3.0,10.0,5.225,5.483,5.733,4.817,6.137,80.0,60.0,0.763,4.653,3,108
CLAVER,2013,10.627,5.25,5.3,4.85,5.55,1.3,5.85,3.9,5.0,5.1,5.9,4.66,1.715,6.0,3.0,9.0,5.075,4.575,5.15,3.6,4.868,66.75,39.0,0.588,3.325,2,157
CLAVER,2014,10.409,4.933,4.2,5.2,4.333,4.967,4.733,3.733,3.933,3.7,6.367,4.61,1.457,5.667,4.333,10.0,4.4,4.567,4.017,5.667,5.509,87.0,46.5,0.631,3.859,3,120
CLAVER,2015,12.963,7.55,7.15,7.75,7.35,8.45,6.7,5.3,4.3,6.95,6.6,6.81,1.27,9.0,1.0,10.0,6.675,6.025,7.15,7.525,6.802,60.0,54.0,0.9,6.192,2,31
INST.FLIX,2010,10.504,4.5,4.6,5.6,5.0,4.3,4.4,7.5,3.7,5.4,5.1,5.01,1.04,5.0,5.0,10.0,5.25,4.65,5.2,4.7,5.802,90.0,60.0,0.667,3.868,1,139
INST.FLIX,2012,11.468,6.8,4.0,5.0,5.8,1.5,6.2,7.4,5.0,6.0,6.0,5.37,1.67,8.0,2.0,10.0,6.1,5.0,5.9,3.75,6.17,72.0,60.0,0.833,5.142,1,78
MARISTES VALLDEMIA,2010,11.968,5.55,6.15,6.05,7.1,3.7,6.35,5.9,5.75,6.65,5.15,5.835,1.215,8.5,1.5,10.0,5.988,5.9,6.875,4.425,6.082,69.0,60.0,0.885,5.43,2,62
MARISTES VALLDEMIA,2011,10.803,5.98,6.4,5.22,4.38,5.64,6.36,6.08,5.52,5.94,5.42,5.694,1.054,8.4,1.6,10.0,6.205,5.37,5.16,5.53,6.196,73.5,60.0,0.846,5.263,5,90
MARISTES VALLDEMIA,2012,10.996,7.15,5.8,5.35,6.4,6.45,5.45,5.4,5.65,5.55,5.05,5.825,0.735,10.0,0.0,10.0,5.95,5.5,5.975,5.75,5.812,60.0,60.0,1.0,5.812,2,48
MARISTES VALLDEMIA,2013,10.254,5.0,4.6,6.3,5.6,3.8,3.4,3.7,5.0,0.0,5.2,4.26,1.75,5.0,5.0,10.0,4.175,5.65,2.8,4.5,5.765,88.5,60.0,0.678,3.908,1,145
MARISTES VALLDEMIA,2014,9.811,4.15,3.8,5.15,4.05,7.2,4.0,2.7,2.95,3.2,4.3,4.15,1.725,6.0,4.0,10.0,3.662,4.05,3.625,5.75,3.936,78.0,36.0,0.562,3.276,2,142
INST.ARGENTONA,2010,9.78,6.2,6.7,4.4,6.1,8.3,4.3,3.2,5.0,1.2,8.1,5.35,2.19,6.0,4.0,10.0,5.1,4.7,3.65,8.2,6.485,82.5,60.0,0.727,4.716,1,96
INST.ARGENTONA,2015,11.384,7.0,7.3,5.0,7.4,8.3,5.0,5.3,5.8,7.0,7.4,6.55,1.17,10.0,0.0,10.0,6.15,5.4,7.2,7.85,6.56,60.0,60.0,1.0,6.56,1,22
PALCAM,2010,10.118,7.2,7.0,6.1,6.3,5.0,6.1,5.0,8.3,6.8,6.9,6.47,1.0,10.0,0.0,10.0,6.325,7.2,6.55,5.95,6.472,60.0,60.0,1.0,6.472,1,26
PALCAM,2011,10.294,6.15,6.05,4.65,5.75,5.35,5.45,6.15,5.45,6.3,3.7,5.5,1.385,8.5,1.5,10.0,5.95,5.05,6.025,4.525,6.018,69.75,60.0,0.861,5.188,2,93
PALCAM,2015,10.182,7.0,6.4,3.0,5.2,5.0,4.2,3.8,4.6,1.8,5.1,4.61,1.53,5.0,5.0,10.0,5.35,3.8,3.5,5.05,4.662,66.0,31.5,0.477,2.225,1,147
INST.GORGS,2010,11.51,5.7,5.0,5.1,6.0,3.3,4.6,5.9,5.7,6.3,3.3,5.09,1.07,7.0,3.0,10.0,5.3,5.4,6.15,3.3,6.133,85.5,60.0,0.702,4.304,1,117
INST.GORGS,2015,11.576,7.1,5.7,5.0,8.0,6.5,5.2,5.0,7.0,6.1,7.0,6.26,1.03,10.0,0.0,10.0,5.75,6.0,7.05,6.75,6.282,60.0,60.0,1.0,6.282,1,25
INST.VILA DE GRÀCIA,2010,11.07,4.2,5.5,5.1,7.4,5.0,5.8,4.5,3.6,5.2,5.0,5.13,1.02,7.0,3.0,10.0,5.0,4.35,6.3,5.0,5.665,78.0,60.0,0.769,4.358,1,114
MARISTES LA IMMACULADA,2010,10.718,6.85,5.75,5.55,5.35,4.35,5.25,4.9,6.05,5.5,6.05,5.56,1.15,7.5,2.5,10.0,5.688,5.8,5.425,5.2,6.228,74.25,60.0,0.839,5.308,2,69
MARISTES LA IMMACULADA,2011,9.93,5.0,6.2,4.8,2.1,3.75,5.15,3.75,0.95,6.1,6.0,4.38,2.135,6.0,4.0,10.0,5.025,2.875,4.1,4.875,6.162,90.75,60.0,0.672,4.121,2,132
MARISTES LA IMMACULADA,2012,10.696,6.3,4.3,4.2,5.0,6.6,3.8,4.4,2.3,5.7,5.0,4.76,1.26,5.0,5.0,10.0,4.7,3.25,5.35,5.8,5.942,96.0,60.0,0.625,3.714,1,156
MARISTES LA IMMACULADA,2013,11.545,5.033,4.267,6.267,6.8,7.4,5.5,4.5,4.533,5.033,6.233,5.557,1.293,7.333,2.667,10.0,4.825,5.4,5.917,6.817,6.045,76.5,60.0,0.805,4.889,3,91
MARISTES LA IMMACULADA,2014,11.256,2.2,2.6,6.3,6.6,8.3,6.1,5.0,1.9,4.0,8.1,5.11,2.36,6.0,4.0,10.0,3.975,4.1,5.3,8.2,6.67,82.5,60.0,0.727,4.851,1,82
JOAN PELEGRÍ,2010,9.946,2.3,2.7,3.6,5.0,6.2,3.9,4.2,1.3,2.1,5.0,3.63,1.53,3.0,7.0,10.0,3.275,2.45,3.55,5.6,5.91,112.5,60.0,0.533,3.152,1,161
JOAN PELEGRÍ,2011,9.818,5.5,7.8,4.2,2.8,4.6,7.2,6.2,5.4,7.3,7.8,5.88,1.69,7.0,3.0,10.0,6.675,4.8,5.05,6.2,6.743,78.0,60.0,0.769,5.187,1,94
JOAN PELEGRÍ,2012,10.991,4.7,4.567,5.5,4.767,4.533,4.3,4.467,4.133,4.833,4.333,4.613,1.45,5.333,4.667,10.0,4.508,4.817,4.8,4.433,5.505,89.0,54.5,0.618,3.476,3,167
JOAN PELEGRÍ,2013,11.649,4.35,4.2,5.95,7.15,5.95,4.75,4.7,2.6,4.2,3.65,4.75,1.555,5.5,4.5,10.0,4.5,4.275,5.675,4.8,5.888,87.0,60.0,0.692,4.062,2,133
JOAN PELEGRÍ,2014,11.424,6.067,6.133,5.867,6.567,7.8,5.2,3.333,5.967,5.4,6.033,5.837,1.413,7.667,2.333,10.0,5.183,5.917,5.983,6.917,6.762,76.0,60.0,0.817,5.66,3,45
JOAN PELEGRÍ,2015,11.186,6.425,3.175,4.9,5.175,8.125,2.95,3.6,3.925,6.0,6.575,5.085,2.0,5.5,4.5,10.0,4.037,4.412,5.588,7.35,5.287,63.0,36.375,0.572,3.401,4,100
"PEREZ IBORRA, ESCOLES",2010,12.864,7.0,7.2,6.8,8.1,6.8,6.0,7.5,7.1,5.7,6.2,6.84,0.72,10.0,0.0,10.0,6.925,6.95,6.9,6.5,6.852,60.0,60.0,1.0,6.852,1,18
"PEREZ IBORRA, ESCOLES",2011,12.524,6.8,7.2,5.2,5.9,6.7,7.8,7.9,8.5,5.7,7.4,6.91,1.06,10.0,0.0,10.0,7.425,6.85,5.8,7.05,6.952,60.0,60.0,1.0,6.952,1,19
"PEREZ IBORRA, ESCOLES",2012,12.73,8.4,5.3,5.7,6.7,10.0,6.5,5.7,5.1,7.9,8.6,6.99,1.65,10.0,0.0,10.0,6.475,5.4,7.3,9.3,7.007,60.0,60.0,1.0,7.007,1,13
VEDRUNA-GRÀCIA,2010,9.842,2.3,3.9,4.2,5.2,3.3,6.1,6.5,3.5,6.8,5.2,4.7,1.5,5.0,5.0,10.0,4.7,3.85,6.0,4.25,5.88,102.0,60.0,0.588,3.459,1,152
VEDRUNA-GRÀCIA,2011,11.043,6.2,6.7,5.4,5.85,6.6,6.4,5.6,7.3,6.9,6.9,6.385,0.915,10.0,0.0,10.0,6.225,6.35,6.375,6.75,6.385,60.0,60.0,1.0,6.385,2,35
VEDRUNA-GRÀCIA,2012,11.048,5.0,5.0,5.6,3.3,1.6,5.9,4.0,6.9,4.5,4.6,4.64,1.47,5.0,5.0,10.0,4.975,6.25,3.9,3.1,6.085,96.0,60.0,0.625,3.803,1,151
VEDRUNA-GRÀCIA,2013,10.476,5.2,3.7,6.7,5.4,1.1,5.1,5.0,5.2,1.6,5.0,4.4,1.76,7.0,3.0,10.0,4.75,5.95,3.5,3.05,5.398,81.0,60.0,0.741,3.998,1,135
VEDRUNA-GRÀCIA,2014,10.402,4.5,4.0,4.2,8.2,6.4,6.1,5.2,4.0,5.5,7.2,5.53,1.44,6.0,4.0,10.0,4.95,4.1,6.85,6.8,6.283,84.0,60.0,0.714,4.488,1,95
INST.LA POBLA DE SEGUR,2010,12.042,7.7,7.6,6.5,7.0,5.7,5.3,6.8,8.0,8.5,8.0,7.11,1.05,10.0,0.0,10.0,6.85,7.25,7.75,6.85,7.097,60.0,60.0,1.0,7.097,1,12
INST.JOAN BOSCÀ,2010,9.358,5.5,4.6,4.3,5.65,6.55,4.3,5.5,3.15,3.15,5.8,4.85,1.615,7.5,2.5,10.0,4.975,3.725,4.4,6.175,5.983,91.5,60.0,0.744,4.425,2,108
INST.JOAN BOSCÀ,2012,12.056,7.9,5.7,6.7,7.8,7.5,6.3,7.1,7.8,8.4,5.7,7.09,0.95,10.0,0.0,10.0,6.75,7.25,8.1,6.6,7.022,60.0,60.0,1.0,7.022,1,10
INST.JOAN BOSCÀ,2014,11.124,6.5,6.2,5.8,6.1,8.1,4.35,6.0,5.2,5.65,6.5,6.04,1.68,6.5,3.5,10.0,5.762,5.5,5.875,7.3,6.684,86.25,51.75,0.694,5.14,2,68
INST.JOAN BOSCÀ,2015,12.216,6.6,3.8,5.9,8.0,6.2,5.0,5.0,7.0,5.7,4.5,5.77,1.25,8.0,2.0,10.0,5.1,6.45,6.85,5.35,5.74,60.0,46.5,0.775,4.448,1,61
MADRES CONCEP.DE LA ENSEñANZA,2010,10.33,4.4,6.2,5.3,6.1,5.5,3.2,4.3,3.3,6.6,6.9,5.18,1.33,6.0,4.0,10.0,4.525,4.3,6.35,6.2,6.478,84.0,60.0,0.714,4.627,1,97
MADRES CONCEP.DE LA ENSEñANZA,2012,10.826,2.8,2.8,3.1,5.8,2.3,,,,,0.0,2.8,1.85,1.0,5.0,6.0,2.8,3.1,5.8,1.15,2.85,61.5,24.0,0.39,1.112,1,191
MADRES CONCEP.DE LA ENSEñANZA,2014,10.516,3.5,3.8,5.3,3.3,1.8,5.0,6.2,5.5,6.2,5.5,4.61,1.44,6.0,4.0,10.0,4.625,5.4,4.75,3.65,5.873,102.0,60.0,0.588,3.454,1,137
MADRES CONCEP.DE LA ENSEñANZA,2015,12.958,7.5,7.1,7.4,9.0,8.8,6.5,5.0,5.2,7.5,5.0,6.9,1.46,10.0,0.0,10.0,6.525,6.3,8.25,6.9,6.838,60.0,60.0,1.0,6.838,1,15
INST.LLUIS DOMENECH I M -CANET,2010,11.506,8.0,8.5,7.2,8.2,8.5,7.0,8.6,8.4,8.9,9.6,8.29,0.76,10.0,0.0,10.0,8.025,7.8,8.55,9.05,8.308,60.0,60.0,1.0,8.308,1,1
INST.TERRA ALTA,2010,11.888,7.7,7.0,8.5,7.8,6.2,6.3,6.0,5.2,8.4,6.9,7.0,1.09,10.0,0.0,10.0,6.75,6.85,8.1,6.55,6.963,60.0,60.0,1.0,6.963,1,16
INST.TERRA ALTA,2013,10.234,5.0,5.3,1.7,5.0,3.5,5.0,0.8,4.0,5.0,2.6,3.79,1.6,5.0,5.0,10.0,4.025,2.85,5.0,3.05,5.335,91.5,60.0,0.656,3.498,1,152
LESTONNAC - BARCELONA,2010,11.578,0.0,2.1,0.5,4.2,0.5,0.0,,0.0,,,1.04,1.58,0.0,7.0,7.0,0.7,0.25,4.2,0.5,1.27,72.0,0.0,0.0,0.0,1,179
LESTONNAC - BARCELONA,2011,11.524,5.1,6.0,5.1,7.4,5.7,7.0,6.7,5.5,7.2,5.9,6.16,0.86,10.0,0.0,10.0,6.2,5.3,7.3,5.8,6.127,60.0,60.0,1.0,6.127,1,46
LESTONNAC - BARCELONA,2013,11.264,5.0,5.6,6.9,6.2,8.4,6.7,3.4,4.7,6.3,6.3,5.95,1.37,8.0,2.0,10.0,5.175,5.8,6.25,7.35,6.15,72.0,60.0,0.833,5.125,1,76
LESTONNAC - BARCELONA,2014,10.992,5.8,4.6,4.6,6.25,7.275,4.725,5.4,5.15,5.85,5.4,5.505,1.392,7.25,2.75,10.0,5.131,4.875,6.05,6.337,6.386,78.375,60.0,0.812,5.233,4,65
LESTONNAC - BARCELONA,2015,12.085,6.85,6.5,4.95,6.25,5.45,4.75,4.8,5.2,5.25,6.3,5.435,1.305,6.0,3.0,9.0,5.725,4.625,5.75,4.875,5.298,56.25,38.25,0.657,4.102,2,73
INST.JOAQUIM BAU,2010,10.438,7.4,6.4,6.4,6.4,5.6,6.7,4.0,4.5,6.8,5.0,5.92,1.1,8.0,2.0,10.0,6.125,5.45,6.6,5.3,6.025,72.0,60.0,0.833,5.021,1,79
